ts_local,date,hour,price,area,reserveType,direction
2025-01-16 06:00:00,2025-01-16,06:00,18.0,NO1,A96,A01
2025-01-16 07:00:00,2025-01-16,07:00,92.0,NO1,A96,A01
2025-01-16 08:00:00,2025-01-16,08:00,174.27,NO1,A96,A01
2025-01-16 09:00:00,2025-01-16,09:00,174.27,NO1,A96,A01
2025-01-16 10:00:00,2025-01-16,10:00,32.0,NO1,A96,A01
2025-01-16 11:00:00,2025-01-16,11:00,19.0,NO1,A96,A01
2025-01-16 12:00:00,2025-01-16,12:00,19.0,NO1,A96,A01
2025-01-16 13:00:00,2025-01-16,13:00,19.0,NO1,A96,A01
2025-01-16 14:00:00,2025-01-16,14:00,17.2,NO1,A96,A01
2025-01-16 15:00:00,2025-01-16,15:00,21.0,NO1,A96,A01
2025-01-16 16:00:00,2025-01-16,16:00,13.0,NO1,A96,A01
2025-01-16 17:00:00,2025-01-16,17:00,10.5,NO1,A96,A01
2025-01-16 18:00:00,2025-01-16,18:00,11.0,NO1,A96,A01
2025-01-16 19:00:00,2025-01-16,19:00,38.14,NO1,A96,A01
2025-01-16 20:00:00,2025-01-16,20:00,12.0,NO1,A96,A01
2025-01-16 21:00:00,2025-01-16,21:00,37.93,NO1,A96,A01
2025-01-16 22:00:00,2025-01-16,22:00,15.0,NO1,A96,A01
2025-01-16 23:00:00,2025-01-16,23:00,14.0,NO1,A96,A01
2025-01-17 00:00:00,2025-01-17,00:00,10.0,NO1,A96,A01
2025-01-17 01:00:00,2025-01-17,01:00,7.0,NO1,A96,A01
2025-01-17 02:00:00,2025-01-17,02:00,7.0,NO1,A96,A01
2025-01-17 03:00:00,2025-01-17,03:00,7.0,NO1,A96,A01
2025-01-17 04:00:00,2025-01-17,04:00,4.69,NO1,A96,A01
2025-01-17 05:00:00,2025-01-17,05:00,11.4,NO1,A96,A01
2025-01-17 06:00:00,2025-01-17,06:00,11.0,NO1,A96,A01
2025-01-17 07:00:00,2025-01-17,07:00,19.28,NO1,A96,A01
2025-01-17 08:00:00,2025-01-17,08:00,28.81,NO1,A96,A01
2025-01-17 09:00:00,2025-01-17,09:00,18.5,NO1,A96,A01
2025-01-17 10:00:00,2025-01-17,10:00,15.0,NO1,A96,A01
2025-01-17 11:00:00,2025-01-17,11:00,13.5,NO1,A96,A01
2025-01-17 12:00:00,2025-01-17,12:00,15.0,NO1,A96,A01
2025-01-17 13:00:00,2025-01-17,13:00,13.0,NO1,A96,A01
2025-01-17 14:00:00,2025-01-17,14:00,12.0,NO1,A96,A01
2025-01-17 15:00:00,2025-01-17,15:00,15.0,NO1,A96,A01
2025-01-17 16:00:00,2025-01-17,16:00,13.5,NO1,A96,A01
2025-01-17 17:00:00,2025-01-17,17:00,17.5,NO1,A96,A01
2025-01-17 18:00:00,2025-01-17,18:00,13.5,NO1,A96,A01
2025-01-17 19:00:00,2025-01-17,19:00,13.0,NO1,A96,A01
2025-01-17 20:00:00,2025-01-17,20:00,11.93,NO1,A96,A01
2025-01-17 21:00:00,2025-01-17,21:00,11.93,NO1,A96,A01
2025-01-17 22:00:00,2025-01-17,22:00,11.93,NO1,A96,A01
2025-01-17 23:00:00,2025-01-17,23:00,11.93,NO1,A96,A01
2025-01-18 00:00:00,2025-01-18,00:00,10.0,NO1,A96,A01
2025-01-18 01:00:00,2025-01-18,01:00,7.0,NO1,A96,A01
2025-01-18 02:00:00,2025-01-18,02:00,8.5,NO1,A96,A01
2025-01-18 03:00:00,2025-01-18,03:00,8.5,NO1,A96,A01
2025-01-18 04:00:00,2025-01-18,04:00,9.0,NO1,A96,A01
2025-01-18 05:00:00,2025-01-18,05:00,11.0,NO1,A96,A01
2025-01-18 06:00:00,2025-01-18,06:00,12.5,NO1,A96,A01
2025-01-18 07:00:00,2025-01-18,07:00,13.0,NO1,A96,A01
2025-01-18 08:00:00,2025-01-18,08:00,16.0,NO1,A96,A01
2025-01-18 09:00:00,2025-01-18,09:00,14.0,NO1,A96,A01
2025-01-18 10:00:00,2025-01-18,10:00,13.0,NO1,A96,A01
2025-01-18 11:00:00,2025-01-18,11:00,12.0,NO1,A96,A01
2025-01-18 12:00:00,2025-01-18,12:00,11.93,NO1,A96,A01
2025-01-18 13:00:00,2025-01-18,13:00,12.5,NO1,A96,A01
2025-01-18 14:00:00,2025-01-18,14:00,12.5,NO1,A96,A01
2025-01-18 15:00:00,2025-01-18,15:00,13.0,NO1,A96,A01
2025-01-18 16:00:00,2025-01-18,16:00,11.93,NO1,A96,A01
2025-01-18 17:00:00,2025-01-18,17:00,13.0,NO1,A96,A01
2025-01-18 18:00:00,2025-01-18,18:00,13.0,NO1,A96,A01
2025-01-18 19:00:00,2025-01-18,19:00,13.0,NO1,A96,A01
2025-01-18 20:00:00,2025-01-18,20:00,12.0,NO1,A96,A01
2025-01-18 21:00:00,2025-01-18,21:00,11.4,NO1,A96,A01
2025-01-18 22:00:00,2025-01-18,22:00,10.0,NO1,A96,A01
2025-01-18 23:00:00,2025-01-18,23:00,10.0,NO1,A96,A01
